Batch_ID,Raw_CaO,Raw_SiO2,Raw_Al2O3,Raw_Fe2O3,Raw_MgO,Raw_SO3,LOI,Clinker_CaO,Clinker_SiO2,Clinker_Al2O3,Clinker_Fe2O3,LSF,SM,AM,Kiln_Temp_C,Feed_Rate_tph,Fan_Speed_rpm,Sec_Air_Temp_C,Fineness_90um_pct,Free_CaO_pct,C3S_pct,C2S_pct,C3A_pct,C4AF_pct,Blaine_cm2g,Gypsum_SO3_pct,WC_Ratio,Strength_3d_MPa,Strength_7d_MPa,Strength_28d_MPa
BATCH_0395,43.44,14.34,2.82,2.04,1.28,0.29,34.92,66.75,22.03,4.33,3.14,0.9686,2.9505,1.3789,1440.9,194.1,1083.2,980.9,11.32,0.958,65.6,13.67,6.16,9.55,3740.6,2.43,0.539,31.52,55.41,71.84
BATCH_0396,43.72,14.04,3.48,2.18,1.34,0.32,36.02,68.33,21.94,5.44,3.41,0.9736,2.4809,1.5968,1411.3,184.7,1084.2,932.6,13.16,1.105,64.07,14.57,8.65,10.36,3920.7,2.82,0.441,35.21,58.13,73.82
BATCH_0397,43.71,14.16,3.62,2.18,1.56,0.29,35.56,67.83,21.97,5.62,3.39,0.9627,2.4393,1.6604,1454.4,176.4,1133.6,851.4,13.45,0.3,64.05,14.67,9.17,10.3,3531.0,2.29,0.499,34.33,54.76,76.67
BATCH_0398,43.18,13.65,3.07,2.1,1.17,0.5,34.52,65.94,20.85,4.69,3.2,0.9979,2.6408,1.4641,1357.2,188.1,1083.7,873.2,12.8,1.154,67.04,9.19,7.01,9.75,3609.9,2.37,0.494,32.12,53.37,71.92
BATCH_0399,43.34,13.38,3.26,1.76,1.56,0.4,35.44,67.13,20.73,5.05,2.72,1.0192,2.6673,1.8557,1497.3,199.6,1128.3,915.0,11.41,0.759,73.08,5.0,8.78,8.28,3542.6,3.15,0.492,36.61,57.51,71.8
BATCH_0400,42.25,13.17,2.93,2.25,1.28,0.27,35.08,65.08,20.29,4.51,3.47,1.0095,2.543,1.2998,1398.8,179.5,1041.0,873.9,15.67,1.189,69.51,5.73,6.08,10.56,3519.2,2.69,0.467,34.54,55.76,70.96
BATCH_0401,44.36,13.13,3.61,2.09,1.41,0.49,35.83,69.12,20.47,5.62,3.25,1.0447,2.3048,1.7282,1401.1,147.5,1135.2,933.9,11.96,0.894,77.61,5.0,9.4,9.9,3806.7,2.35,0.481,35.94,59.9,76.96
BATCH_0402,42.74,15.07,2.37,2.06,1.75,0.41,34.86,65.6,23.14,3.63,3.17,0.9212,3.4014,1.1472,1446.4,181.5,1066.6,830.3,12.81,0.485,58.47,22.24,4.27,9.64,3399.9,2.65,0.532,31.79,51.98,70.28
BATCH_0403,43.08,12.98,3.27,2.46,1.08,0.3,35.75,67.05,20.2,5.09,3.82,1.0289,2.2661,1.3315,1441.4,182.3,1072.7,928.8,13.97,1.002,74.3,5.0,7.02,11.64,3553.5,2.98,0.472,37.22,59.87,72.62
BATCH_0404,43.28,13.54,3.04,1.88,1.31,0.19,36.05,67.68,21.17,4.76,2.95,1.0118,2.7477,1.6135,1394.2,175.3,1130.5,918.4,13.69,1.355,72.13,6.27,7.62,8.97,3864.5,2.94,0.48,34.68,58.02,77.38
BATCH_0405,43.39,13.52,2.52,2.23,1.63,0.25,36.17,67.97,21.18,3.95,3.49,1.025,2.8471,1.1318,1419.7,194.9,1082.0,967.7,12.29,1.047,78.85,5.0,4.56,10.62,3912.6,2.52,0.458,36.47,58.18,78.91
BATCH_0406,42.88,13.07,3.55,1.98,1.18,0.4,34.77,65.73,20.03,5.45,3.04,1.0176,2.3599,1.7915,1397.6,202.3,1063.3,864.0,9.27,1.062,68.35,5.86,9.29,9.25,3459.5,2.37,0.516,34.49,53.24,71.7
BATCH_0407,44.0,14.43,3.31,2.05,1.48,0.48,34.91,67.6,22.18,5.09,3.15,0.9623,2.6907,1.6126,1424.1,183.4,1087.5,866.5,12.24,0.679,63.11,15.97,8.14,9.6,3431.5,3.23,0.509,30.33,52.39,71.53
BATCH_0408,43.48,13.36,2.93,1.97,1.32,0.4,35.89,67.81,20.84,4.57,3.08,1.03,2.725,1.4858,1428.2,124.7,1059.6,904.3,14.76,0.424,79.08,5.0,6.91,9.36,3640.7,3.25,0.441,39.57,60.13,79.04
BATCH_0409,43.3,12.88,3.39,2.12,1.51,0.29,35.0,66.61,19.81,5.22,3.26,1.0432,2.3359,1.6024,1428.6,199.5,1057.0,884.5,13.57,1.133,75.01,5.0,8.32,9.92,3541.7,3.24,0.454,38.7,57.43,73.36
BATCH_0410,41.34,13.85,3.07,2.1,1.59,0.34,35.66,64.25,21.53,4.77,3.27,0.943,2.6803,1.4595,1354.4,210.7,1050.1,877.6,14.16,1.504,53.57,21.32,7.11,9.94,3584.2,2.94,0.513,28.02,52.33,64.57
BATCH_0411,43.4,14.8,3.37,2.23,1.54,0.31,34.96,66.73,22.76,5.18,3.42,0.9245,2.6448,1.5147,1400.0,196.8,997.5,892.7,10.5,0.883,54.0,24.52,7.95,10.41,3494.6,2.99,0.477,28.58,51.04,72.92
BATCH_0412,43.68,13.32,3.14,2.41,1.6,0.49,35.04,67.24,20.5,4.83,3.71,1.025,2.402,1.3019,1402.5,188.1,1088.3,912.2,13.11,1.138,73.43,5.0,6.52,11.28,3973.3,2.75,0.499,37.73,58.55,71.87
BATCH_0413,42.18,14.33,3.5,2.23,1.36,0.45,34.52,64.42,21.89,5.35,3.41,0.9213,2.4993,1.5712,1419.3,165.3,1063.5,948.1,11.14,0.347,51.68,23.76,8.42,10.36,3788.3,2.84,0.497,29.84,54.68,72.08
BATCH_0414,42.93,13.06,3.15,2.39,1.43,0.4,35.18,66.23,20.15,4.86,3.68,1.0247,2.3588,1.3186,1477.3,158.5,1035.7,855.4,13.06,0.502,74.8,5.0,6.64,11.21,3985.7,2.87,0.468,38.18,60.07,75.07
BATCH_0415,43.29,12.76,3.43,2.13,1.19,0.58,34.53,66.13,19.49,5.23,3.25,1.0501,2.2986,1.6116,1407.9,175.8,1132.1,995.4,13.52,1.309,73.4,5.0,8.37,9.88,3349.6,2.83,0.464,36.08,56.93,75.55
BATCH_0416,41.93,13.02,3.59,2.24,1.19,0.46,35.42,64.93,20.16,5.57,3.47,0.993,2.2308,1.6027,1471.4,179.5,1229.9,851.0,13.54,0.835,63.31,10.04,8.87,10.57,3822.8,2.74,0.471,35.35,56.89,74.27
BATCH_0417,42.63,14.01,3.53,2.04,1.64,0.22,36.22,66.83,21.96,5.54,3.2,0.9517,2.5139,1.7307,1497.6,180.9,1153.7,928.7,11.26,0.3,61.15,16.84,9.26,9.74,3122.6,3.01,0.486,32.14,55.02,72.1
BATCH_0418,41.99,13.61,3.24,1.73,1.23,0.33,36.11,65.73,21.3,5.08,2.71,0.9738,2.7344,1.8712,1392.1,182.9,1092.0,897.8,13.14,1.334,60.81,15.19,8.86,8.26,4009.8,2.22,0.497,33.15,55.16,72.32
BATCH_0419,42.73,14.1,3.51,1.9,1.6,0.49,36.28,67.06,22.13,5.52,2.99,0.9508,2.603,1.847,1430.3,171.9,1146.8,940.3,10.98,0.435,59.5,18.56,9.56,9.09,3804.8,2.83,0.513,33.15,54.13,78.18
BATCH_0420,42.95,13.58,3.18,2.01,1.53,0.36,36.38,67.51,21.35,5.0,3.16,0.9953,2.6164,1.5823,1475.8,202.0,1055.4,922.8,11.52,0.655,70.19,8.26,7.9,9.62,4100.6,2.71,0.491,37.71,57.15,75.16
BATCH_0421,43.28,12.75,3.38,1.53,1.19,0.56,35.16,66.75,19.66,5.21,2.36,1.0624,2.5963,2.2039,1396.0,172.3,1163.7,888.3,13.65,1.447,75.63,5.0,9.8,7.19,3719.6,2.37,0.462,40.9,57.93,81.27
BATCH_0422,42.67,14.0,3.03,2.18,1.14,0.38,35.63,66.28,21.74,4.7,3.39,0.9645,2.6889,1.3879,1465.0,179.1,1107.1,939.0,14.26,0.412,64.83,13.43,6.73,10.3,3746.1,2.72,0.485,35.57,54.54,73.2
BATCH_0423,43.01,14.59,3.1,1.7,1.36,0.42,34.57,65.74,22.3,4.74,2.6,0.9415,3.0411,1.8258,1415.4,188.6,1071.8,869.5,11.0,0.642,58.15,20.07,8.17,7.9,3468.9,3.52,0.518,31.77,53.56,71.96
BATCH_0424,43.01,14.13,3.1,2.1,1.35,0.35,35.96,67.16,22.06,4.84,3.28,0.9636,2.7169,1.4752,1395.9,187.0,1165.5,966.8,10.62,1.053,62.71,15.93,7.27,9.98,3520.5,2.98,0.453,33.17,55.68,71.45
BATCH_0425,42.0,14.16,3.47,2.08,1.54,0.15,36.03,65.65,22.13,5.43,3.25,0.93,2.5485,1.668,1325.5,162.3,1107.5,981.3,10.81,0.847,53.84,22.83,8.88,9.9,3622.2,2.65,0.464,31.13,56.2,75.65
BATCH_0426,44.08,13.81,2.78,2.3,1.35,0.26,36.0,68.88,21.57,4.34,3.59,1.0138,2.7224,1.209,1467.3,211.5,1097.9,1006.4,12.64,0.941,77.19,5.0,5.42,10.92,3442.4,3.29,0.457,36.91,56.8,74.84
BATCH_0427,43.47,13.99,3.6,1.75,1.21,0.48,35.24,67.12,21.6,5.56,2.7,0.9741,2.6147,2.0605,1426.4,180.7,1163.2,879.6,11.41,0.583,63.38,14.11,10.17,8.21,3096.8,2.84,0.464,32.55,53.22,72.3
BATCH_0428,43.41,13.3,3.27,2.03,1.46,0.46,34.84,66.63,20.41,5.01,3.11,1.0223,2.5106,1.6093,1462.3,179.6,1181.9,956.3,11.44,0.972,72.08,5.0,8.01,9.48,3681.7,2.55,0.53,37.22,54.81,70.37
BATCH_0429,44.68,12.99,3.4,2.23,1.63,0.41,36.35,70.2,20.41,5.35,3.51,1.066,2.3046,1.5237,1451.2,176.3,1059.9,882.1,10.34,0.66,85.2,5.0,8.23,10.68,3677.9,2.74,0.486,41.53,61.74,85.12
BATCH_0430,41.57,13.23,2.26,2.07,1.17,0.41,35.28,64.23,20.44,3.49,3.2,1.0114,3.0546,1.0897,1363.1,181.2,1079.3,980.1,14.62,1.589,69.85,5.92,3.83,9.75,3518.3,3.4,0.433,31.44,54.08,76.13
BATCH_0431,43.15,13.84,3.3,1.91,1.35,0.44,36.2,67.62,21.69,5.18,2.99,0.9814,2.6559,1.7302,1426.2,185.2,1064.1,945.3,12.69,0.646,66.78,11.82,8.66,9.1,3467.2,2.53,0.453,34.62,57.79,74.02
BATCH_0432,43.27,13.63,3.25,1.9,1.42,0.42,34.83,66.4,20.91,4.99,2.92,0.9994,2.6427,1.7116,1367.4,194.9,1055.9,923.6,14.25,1.654,65.12,10.83,8.3,8.88,3608.6,2.69,0.508,32.97,51.75,68.19
BATCH_0433,43.98,13.56,3.63,2.08,1.69,0.44,35.53,68.21,21.03,5.62,3.22,1.0073,2.3778,1.7475,1454.1,172.6,1117.7,851.0,12.31,0.419,71.82,6.1,9.46,9.79,3314.3,2.53,0.5,35.42,55.96,72.27
BATCH_0434,44.24,14.5,3.33,2.13,0.92,0.33,35.5,68.59,22.48,5.16,3.31,0.9622,2.6533,1.5613,1403.2,151.9,1042.1,840.8,12.44,0.729,64.54,15.76,8.09,10.06,3876.7,2.92,0.451,33.34,55.84,75.62
BATCH_0435,43.04,13.24,3.27,1.94,1.41,0.28,36.35,67.63,20.8,5.14,3.05,1.0188,2.5407,1.688,1413.6,210.4,1078.8,914.7,12.2,1.316,71.73,5.51,8.47,9.27,3717.0,2.88,0.488,35.26,56.13,72.46
BATCH_0436,41.82,13.73,2.93,2.22,1.08,0.43,35.56,64.91,21.3,4.54,3.45,0.9639,2.6662,1.3182,1397.9,169.0,1027.7,901.4,14.13,0.945,61.11,14.97,6.21,10.49,3756.9,3.3,0.488,31.52,54.66,71.49
BATCH_0437,41.57,13.2,2.87,2.14,1.51,0.43,35.0,63.95,20.3,4.41,3.29,0.9949,2.6352,1.3395,1402.2,138.1,1101.9,951.5,16.52,0.841,66.4,8.12,6.12,10.02,3433.7,2.9,0.472,34.57,52.5,70.66
BATCH_0438,42.78,14.47,3.68,2.41,1.55,0.37,35.77,66.6,22.53,5.73,3.75,0.9199,2.3782,1.5297,1306.5,184.5,1099.9,925.6,12.58,1.253,49.26,27.44,8.85,11.4,3739.4,2.99,0.5,30.36,52.86,70.7
BATCH_0439,42.92,13.64,3.83,2.22,1.27,0.41,36.29,67.36,21.42,6.01,3.48,0.9701,2.2557,1.7253,1421.3,205.3,1102.0,1008.3,10.55,0.901,60.63,15.66,10.03,10.6,3409.3,2.65,0.466,32.32,57.15,75.12
BATCH_0440,43.76,14.18,2.96,1.9,1.3,0.42,34.81,67.13,21.76,4.55,2.92,0.9831,2.9138,1.5564,1472.0,149.3,1089.0,866.7,10.02,0.3,70.11,9.49,7.11,8.89,3736.2,2.93,0.508,34.94,56.41,78.99
BATCH_0441,41.95,13.26,2.27,2.11,1.66,0.3,36.32,65.87,20.83,3.56,3.31,1.0175,3.0316,1.0733,1440.5,186.5,1062.4,981.5,12.09,1.178,75.12,5.0,3.82,10.08,3191.1,2.72,0.475,32.97,55.06,77.58
BATCH_0442,42.83,13.17,2.64,1.89,1.42,0.54,35.55,66.46,20.43,4.09,2.94,1.0381,2.9059,1.391,1459.3,183.4,1083.8,930.8,11.72,1.028,77.02,5.0,5.86,8.95,3552.7,2.77,0.414,37.27,60.82,76.23
BATCH_0443,43.35,14.15,2.86,1.94,1.46,0.3,36.04,67.78,22.13,4.47,3.03,0.9782,2.9476,1.4737,1423.8,161.1,1017.5,949.4,14.04,0.659,69.38,11.1,6.72,9.23,3219.9,2.14,0.535,32.23,52.17,69.76
BATCH_0444,42.63,12.66,3.17,2.54,1.56,0.62,35.61,66.21,19.66,4.93,3.95,1.0423,2.2143,1.2484,1450.9,195.4,1198.7,935.1,12.22,1.149,73.97,5.0,6.38,12.01,3963.5,2.66,0.458,37.19,59.77,77.95
BATCH_0445,43.32,13.45,2.65,1.94,1.43,0.31,36.41,68.11,21.14,4.16,3.06,1.0292,2.9283,1.3628,1386.2,179.2,1172.4,947.4,12.93,1.263,77.71,5.0,5.87,9.3,3737.8,2.77,0.468,37.53,58.03,74.27
BATCH_0446,44.83,14.78,3.22,2.43,1.37,0.38,35.3,69.29,22.85,4.98,3.76,0.957,2.6157,1.3236,1422.0,178.1,1089.2,965.7,12.73,0.869,64.39,16.94,6.83,11.44,3857.8,2.92,0.451,33.15,58.16,77.44
BATCH_0447,43.19,13.96,3.62,2.61,1.29,0.38,35.32,66.77,21.58,5.6,4.03,0.9572,2.2412,1.3889,1422.6,181.5,1118.8,900.4,10.6,0.885,59.2,17.2,8.01,12.26,3753.0,2.67,0.493,34.61,53.07,73.15
BATCH_0448,42.69,13.44,3.4,2.15,1.14,0.36,35.45,66.14,20.83,5.26,3.33,0.9901,2.4233,1.5788,1450.7,185.3,1128.4,935.3,14.94,0.979,65.28,10.47,8.3,10.14,3503.5,2.53,0.487,30.44,53.85,71.07
BATCH_0449,43.94,12.9,3.5,2.19,1.11,0.41,35.22,67.83,19.9,5.4,3.38,1.0531,2.2671,1.5971,1512.9,197.8,1058.6,948.7,10.38,0.328,80.61,5.0,8.59,10.29,3583.2,2.97,0.504,39.62,60.99,75.01
BATCH_0450,43.81,13.78,3.27,2.33,1.53,0.38,36.29,68.76,21.62,5.13,3.66,0.9953,2.4589,1.4017,1467.3,144.5,1202.6,851.8,11.56,0.3,72.92,6.98,7.41,11.14,3563.4,3.1,0.448,37.63,58.16,77.81
BATCH_0451,42.62,13.43,3.33,2.16,1.16,0.44,36.32,66.93,21.09,5.24,3.4,0.991,2.4421,1.5402,1412.9,152.7,1078.3,986.4,11.9,0.33,68.84,8.53,8.12,10.34,3803.6,2.52,0.486,36.13,60.28,75.15
BATCH_0452,42.99,13.01,3.26,1.93,1.53,0.62,35.24,66.38,20.09,5.03,2.98,1.0334,2.5092,1.6875,1392.5,185.0,1012.2,938.2,11.17,1.034,72.53,5.0,8.28,9.07,3324.7,3.02,0.51,34.14,52.81,73.25
BATCH_0453,42.03,13.69,2.78,2.38,1.49,0.46,35.24,64.91,21.15,4.29,3.67,0.9725,2.6556,1.1705,1364.4,199.4,1132.5,892.7,10.19,1.155,62.72,13.31,5.17,11.16,3483.4,2.67,0.459,32.49,49.37,74.3
BATCH_0454,42.91,13.78,3.77,1.84,1.8,0.48,35.66,66.69,21.42,5.87,2.85,0.9685,2.4569,2.0565,1434.6,165.2,1128.6,891.1,14.4,0.582,60.77,15.56,10.72,8.68,3571.7,2.63,0.45,35.85,57.48,77.23
BATCH_0455,42.96,12.48,2.99,2.59,1.28,0.58,35.68,66.79,19.41,4.65,4.02,1.068,2.2372,1.1574,1398.8,170.5,1139.0,946.4,13.78,1.265,79.69,5.0,5.53,12.24,3858.6,3.09,0.514,35.55,59.53,74.85
BATCH_0456,42.75,13.19,2.68,1.89,1.34,0.42,34.76,65.54,20.22,4.1,2.9,1.0334,2.8891,1.417,1455.4,173.3,1055.9,862.3,13.22,1.005,75.5,5.0,5.97,8.81,3916.6,3.01,0.499,38.34,58.14,76.49
BATCH_0457,42.99,12.13,3.32,1.95,1.31,0.4,34.9,66.04,18.63,5.1,3.0,1.0965,2.3009,1.6983,1365.6,182.1,1084.2,884.9,12.57,1.32,81.6,5.0,8.43,9.13,3618.9,2.94,0.489,38.8,61.26,76.99
BATCH_0458,42.84,14.23,3.48,2.14,0.93,0.4,35.44,66.36,22.04,5.39,3.32,0.9436,2.5312,1.6241,1463.1,187.9,1122.3,851.1,11.42,0.528,57.81,19.57,8.67,10.1,3702.6,3.16,0.476,33.6,55.54,72.88
BATCH_0459,43.35,14.78,3.02,2.06,1.65,0.58,34.67,66.35,22.63,4.62,3.16,0.9351,2.9069,1.4637,1436.6,176.2,1076.3,846.3,11.11,0.486,58.07,21.06,6.91,9.61,3554.8,2.99,0.474,31.1,55.36,79.02
BATCH_0460,43.11,13.68,3.07,2.31,1.19,0.43,35.89,67.25,21.34,4.79,3.6,0.9913,2.5436,1.3288,1406.6,168.6,1229.3,936.8,13.42,1.095,67.88,9.97,6.59,10.96,3244.7,3.33,0.405,33.4,55.34,75.56
BATCH_0461,42.18,14.15,3.94,2.08,1.59,0.3,34.51,64.41,21.6,6.01,3.17,0.9233,2.3509,1.8954,1361.0,193.7,1127.3,901.4,15.06,1.151,47.1,26.4,10.57,9.66,3292.5,2.64,0.469,30.52,50.72,69.08
BATCH_0462,42.2,13.1,3.58,1.87,1.5,0.34,35.82,65.75,20.41,5.58,2.92,1.0001,2.4012,1.9128,1476.6,168.4,1157.2,927.4,12.88,0.3,68.16,7.1,9.85,8.88,3049.3,2.73,0.487,32.96,52.59,71.65
BATCH_0463,44.28,14.3,3.41,2.08,1.34,0.57,35.28,68.41,22.1,5.27,3.22,0.9732,2.6029,1.6378,1482.2,189.6,1148.5,929.4,10.45,0.3,66.8,12.97,8.52,9.8,3886.5,3.18,0.512,36.07,59.21,75.82
BATCH_0464,43.39,14.07,3.33,1.78,1.18,0.41,35.22,66.97,21.72,5.14,2.75,0.9742,2.755,1.8701,1360.9,192.5,1143.6,933.1,10.82,1.381,61.76,15.67,8.96,8.36,4109.3,2.84,0.495,34.25,56.71,74.1
BATCH_0465,40.57,13.11,2.86,2.14,1.65,0.39,35.91,63.3,20.46,4.46,3.34,0.9766,2.6223,1.3333,1449.7,189.7,1107.0,943.0,12.87,0.764,62.61,11.42,6.16,10.18,3697.8,3.23,0.494,32.75,52.21,73.86
BATCH_0466,43.1,13.53,2.85,2.03,1.62,0.46,35.93,67.26,21.11,4.45,3.17,1.0112,2.77,1.4008,1442.6,182.2,1126.2,888.0,12.04,0.826,73.56,5.04,6.41,9.66,3669.4,2.9,0.476,35.49,61.76,76.21
BATCH_0467,42.99,14.24,3.18,2.07,0.91,0.48,35.04,66.18,21.91,4.89,3.18,0.9549,2.7125,1.5368,1397.3,174.0,1046.5,858.4,14.71,1.14,58.66,18.57,7.58,9.69,3803.0,2.74,0.428,36.01,56.9,76.15
BATCH_0468,43.11,13.64,2.61,2.04,1.58,0.45,36.09,67.45,21.34,4.09,3.19,1.011,2.9316,1.2825,1441.7,174.4,1067.2,970.8,11.75,0.745,75.35,5.0,5.44,9.7,3640.8,3.24,0.509,33.64,54.49,74.76
BATCH_0469,44.87,12.74,3.69,2.14,1.72,0.36,34.56,68.57,19.46,5.64,3.27,1.0819,2.1862,1.7261,1401.4,161.8,1138.8,940.6,10.82,0.645,84.51,5.0,9.41,9.94,3703.8,2.96,0.45,39.96,65.01,86.0
BATCH_0470,43.77,13.62,3.4,1.96,0.98,0.36,34.82,67.15,20.9,5.22,3.0,1.0062,2.5403,1.7384,1422.2,175.9,1042.1,847.4,11.73,0.95,69.73,7.31,8.76,9.14,3914.0,3.16,0.456,35.72,59.13,77.34
BATCH_0471,42.56,13.83,3.18,1.81,1.44,0.41,35.16,65.63,21.33,4.9,2.79,0.9733,2.7749,1.7594,1432.6,182.4,1206.8,966.5,12.56,0.799,63.08,13.58,8.28,8.48,4040.9,3.06,0.443,37.14,60.13,80.18
BATCH_0472,43.66,13.05,3.09,1.98,1.3,0.49,34.81,66.98,20.02,4.73,3.04,1.0512,2.5776,1.5591,1444.7,179.7,1072.7,866.0,14.63,1.184,77.38,5.0,7.41,9.24,3423.3,3.02,0.478,35.66,57.79,73.17
BATCH_0473,42.82,12.86,2.97,2.47,1.26,0.39,35.82,66.72,20.04,4.62,3.85,1.0398,2.366,1.2007,1469.6,172.1,1091.7,951.8,15.07,0.771,77.86,5.0,5.74,11.71,3948.0,2.72,0.453,38.76,58.98,80.24
BATCH_0474,44.15,13.85,2.67,2.04,1.49,0.37,35.52,68.47,21.48,4.14,3.16,1.0195,2.9407,1.3087,1410.3,161.6,1128.3,894.1,9.27,0.534,79.39,5.0,5.62,9.63,3845.3,2.68,0.532,37.38,59.04,76.11
BATCH_0475,43.94,13.65,2.92,1.91,1.58,0.25,34.55,67.14,20.85,4.45,2.92,1.0232,2.8269,1.5251,1478.7,173.2,1115.5,948.1,11.47,0.415,78.02,5.0,6.86,8.89,3633.0,2.54,0.448,37.41,62.41,79.73
BATCH_0476,42.41,13.31,3.13,2.16,1.37,0.44,36.02,66.29,20.8,4.9,3.37,0.9996,2.5159,1.4529,1481.7,172.4,1014.2,953.0,15.02,0.725,69.12,7.49,7.27,10.26,3328.1,2.76,0.446,35.55,53.72,72.83
BATCH_0477,43.59,13.35,2.26,2.26,1.5,0.54,35.6,67.69,20.73,3.51,3.51,1.049,2.9559,0.9995,1346.8,170.2,1106.6,942.9,10.31,1.299,81.8,5.0,3.36,10.67,3457.1,2.24,0.457,36.5,55.52,78.05
BATCH_0478,42.95,14.43,2.85,2.03,1.59,0.37,34.86,65.93,22.15,4.38,3.11,0.9513,2.9573,1.4055,1436.1,177.9,1112.8,910.9,13.5,0.487,62.57,16.31,6.33,9.48,3509.2,2.89,0.496,34.06,53.79,75.81
BATCH_0479,42.0,13.4,3.03,2.42,1.55,0.34,36.02,65.64,20.94,4.74,3.78,0.9829,2.4575,1.2521,1448.3,178.1,1181.7,906.7,10.19,0.456,67.48,9.13,6.15,11.51,3516.7,2.4,0.498,35.31,52.93,74.01
BATCH_0480,43.18,13.86,3.55,2.42,1.26,0.48,35.46,66.91,21.48,5.5,3.75,0.9673,2.3226,1.4684,1446.8,196.1,1124.9,842.3,12.27,0.616,62.23,14.63,8.24,11.4,3549.3,3.09,0.489,34.53,55.18,70.48
BATCH_0481,42.35,13.65,2.98,2.07,1.36,0.31,35.51,65.67,21.16,4.62,3.21,0.9817,2.7016,1.4389,1436.4,176.8,1167.3,894.1,15.29,0.988,65.44,11.31,6.81,9.77,3917.8,2.83,0.457,34.64,54.74,75.18
BATCH_0482,43.17,14.04,3.21,2.37,1.55,0.4,35.75,67.2,21.85,5.0,3.69,0.9659,2.5159,1.3547,1427.6,184.4,1120.2,847.0,12.05,0.543,64.7,13.83,7.0,11.22,3919.6,2.78,0.474,36.14,58.03,74.35
BATCH_0483,43.35,13.78,3.15,1.92,1.52,0.37,34.55,66.24,21.05,4.81,2.94,0.9941,2.7177,1.6389,1407.3,187.7,1110.6,892.1,14.38,1.018,67.37,9.53,7.78,8.93,3342.1,3.0,0.533,31.28,52.84,66.7
BATCH_0484,44.03,13.49,2.72,2.4,1.81,0.55,35.95,68.75,21.06,4.25,3.74,1.0339,2.6349,1.1346,1408.2,162.7,1046.7,852.7,12.34,1.146,78.8,5.0,4.92,11.39,3564.6,2.89,0.521,34.27,59.11,77.11
BATCH_0485,41.83,13.4,3.3,2.25,1.51,0.2,34.61,63.97,20.49,5.05,3.44,0.9743,2.4134,1.4685,1404.0,165.5,1084.5,915.6,14.1,0.953,61.15,12.61,7.56,10.46,3954.5,2.59,0.437,36.49,57.15,73.78
BATCH_0486,44.58,14.05,3.75,2.21,1.61,0.37,36.21,69.88,22.03,5.89,3.46,0.9844,2.3568,1.7004,1420.5,193.7,1180.6,949.2,12.38,1.192,66.09,13.3,9.74,10.53,3052.0,2.37,0.5,32.04,53.72,70.06
BATCH_0487,43.95,14.16,3.49,2.42,1.62,0.42,34.86,67.47,21.74,5.35,3.72,0.968,2.3963,1.4405,1415.3,181.7,1086.2,964.7,13.36,0.867,62.83,14.92,7.9,11.31,3931.0,2.71,0.452,35.05,56.22,78.23
BATCH_0488,42.98,13.51,3.05,2.18,1.53,0.42,35.39,66.51,20.91,4.71,3.38,1.0016,2.5843,1.3947,1454.8,188.6,1085.2,901.5,12.97,0.918,69.75,7.34,6.77,10.28,3949.5,3.16,0.464,36.06,58.64,77.61
BATCH_0489,42.94,14.22,3.41,2.02,1.41,0.54,35.45,66.52,22.03,5.28,3.13,0.9492,2.6181,1.6863,1408.7,173.7,1042.3,982.7,11.78,0.877,57.38,19.89,8.7,9.53,3449.7,3.15,0.504,30.61,51.56,69.89
BATCH_0490,43.05,13.76,2.69,2.18,1.38,0.56,36.44,67.72,21.65,4.23,3.43,0.9971,2.8281,1.2336,1387.1,152.9,1130.9,933.9,10.99,0.478,73.4,6.69,5.4,10.43,3984.3,3.22,0.405,38.28,64.02,80.11
BATCH_0491,42.95,13.35,3.13,2.09,1.3,0.51,35.04,66.12,20.55,4.82,3.22,1.0107,2.5568,1.4974,1394.0,182.1,1126.9,925.2,13.66,1.151,69.07,6.81,7.33,9.79,3755.7,3.0,0.509,31.82,55.3,73.06
BATCH_0492,42.39,13.55,3.29,2.06,1.59,0.25,34.54,64.76,20.7,5.02,3.15,0.9806,2.5339,1.5933,1367.7,182.7,1075.4,894.9,9.85,0.982,62.99,11.84,7.97,9.59,3586.8,3.0,0.482,32.84,55.72,69.2
BATCH_0493,44.52,14.03,3.16,2.15,1.31,0.2,35.06,68.56,21.6,4.86,3.31,1.0012,2.643,1.4697,1385.7,179.8,1053.0,903.5,13.22,1.199,71.76,7.8,7.29,10.07,3864.6,2.89,0.491,34.73,54.96,73.94
BATCH_0494,43.4,13.51,2.95,1.88,1.95,0.37,35.31,67.08,20.89,4.56,2.91,1.0186,2.7981,1.5681,1352.6,202.4,1130.6,889.3,11.1,1.589,71.41,6.02,7.16,8.85,3538.3,2.22,0.534,32.11,54.88,71.21
BATCH_0495,42.29,13.09,2.66,1.98,1.42,0.3,35.93,66.0,20.43,4.15,3.1,1.0281,2.8214,1.3395,1435.1,189.8,1076.3,866.4,14.57,1.18,74.99,5.0,5.75,9.42,4085.3,2.83,0.485,35.59,57.66,73.44
BATCH_0496,42.52,13.37,3.24,1.89,1.48,0.48,35.77,66.19,20.82,5.04,2.94,0.999,2.6089,1.7161,1438.7,153.5,1149.8,957.5,13.75,0.687,68.2,8.25,8.39,8.94,3655.0,3.11,0.538,32.8,55.9,70.83
