Batch_ID,Clinker_CaO,Clinker_SiO2,Clinker_Al2O3,Clinker_Fe2O3,LSF,SM,AM,Free_CaO_pct,C3S_pct,C2S_pct,C3A_pct,C4AF_pct
BATCH_1180,68.48,22.52,5.1,2.92,0.9638,2.8093,1.7451,1.433,61.97,17.8,8.56,8.88
BATCH_1181,67.48,22.1,4.28,3.07,0.9777,3.007,1.3976,1.141,66.95,12.86,6.17,9.33
BATCH_1182,66.85,21.29,4.37,3.13,0.9996,2.8399,1.3946,0.863,71.03,7.44,6.27,9.52
BATCH_1183,65.66,22.12,4.96,2.9,0.9411,2.814,1.7083,0.397,57.98,19.67,8.23,8.83
BATCH_1184,67.24,20.42,5.27,3.71,1.0201,2.2733,1.4205,1.322,70.48,5.37,7.69,11.29
BATCH_1185,66.44,21.23,4.24,3.25,0.9971,2.8347,1.3033,0.3,73.03,5.76,5.73,9.89
BATCH_1186,64.26,20.99,4.91,3.29,0.9619,2.5621,1.4912,0.808,58.78,15.85,7.43,10.01
BATCH_1187,66.2,20.48,5.25,3.02,1.0088,2.4772,1.7349,0.49,71.43,5.0,8.78,9.2
BATCH_1188,65.24,21.24,4.93,2.58,0.9729,2.8275,1.9086,1.336,60.05,15.59,8.69,7.86
BATCH_1189,66.67,22.43,5.28,3.12,0.9367,2.6703,1.6935,0.75,55.75,22.25,8.72,9.49
BATCH_1190,64.88,20.76,4.27,3.21,0.9928,2.7752,1.3278,0.459,69.88,6.81,5.87,9.78
BATCH_1191,66.55,20.93,5.09,3.85,0.9901,2.3406,1.3227,0.996,66.54,9.81,6.98,11.72
BATCH_1192,65.48,20.48,4.64,2.9,1.0104,2.7164,1.5982,0.802,71.01,5.16,7.38,8.83
BATCH_1193,66.29,20.35,4.83,2.94,1.0248,2.6184,1.646,0.988,72.53,5.0,7.84,8.94
BATCH_1194,66.51,22.46,4.77,2.61,0.9459,3.0468,1.8287,0.3,60.97,18.4,8.22,7.93
BATCH_1195,68.53,21.71,5.16,3.54,0.9891,2.4956,1.4606,0.706,69.54,9.78,7.7,10.76
BATCH_1196,64.16,19.85,4.85,3.32,1.0093,2.4302,1.4632,0.401,69.61,5.0,7.25,10.09
BATCH_1197,65.8,21.25,6.16,2.92,0.9567,2.34,2.1146,0.396,57.47,17.56,11.4,8.87
BATCH_1198,67.27,21.4,4.79,3.15,0.9937,2.6945,1.5173,0.752,69.79,8.69,7.35,9.6
BATCH_1199,64.26,21.32,4.93,2.96,0.9514,2.7049,1.6678,0.3,59.58,16.19,8.06,8.99
BATCH_1200,67.91,22.81,4.86,3.2,0.9461,2.8311,1.5207,1.096,59.15,20.78,7.47,9.73
